Query,Description,Title,URL,Snippet,Total Judgement,Relevant,Irrelevant
Ecological Tourism,"Find documents that report on popular places for ecotourism, e.g. wildlife safaris, back-to-nature holiday camps, etc.",Pampanga's Taipan Paule wins Mister Tourism Globe - Eco ...,https://www.goodnewspilipinas.com/pampangas-taipan-paule-wins-mister-tourism-globe-eco-tourism-2019/,"Mister Tourism Globe Philippines Taipan Paule of Pampanga successfully raised the country's flag after winning the Mister Eco Tourism title at the first Mister Tourism Globe 2019 pageant held in Legazpi City, Albay.",8,4,4
Causes of Air Pollution,What are the causes of smog or severe air pollution?,"Causes, Effects and Solutions of Air Pollution - Conserve ...",https://www.conserve-energy-future.com/causes-effects-solutions-of-air-pollution.php,"Various Causes of Air pollution 1. The burning of fossil fuels. Sulfur dioxide emitted from the combustion of fossil fuels like coal, petroleum and other factory combustibles are one the major cause of air pollution. Pollution emitting from vehicles including trucks, jeeps, cars, trains, airplanes cause an immense amount of pollution.",15,13,2
Causes of Air Pollution,What are the causes of smog or severe air pollution?,What causes Air Pollution? Here are some natural and human ...,https://www.eschooltoday.com/pollution/air-pollution/causes-of-air-pollution.html,"What causes air pollution? Air pollution can result from both human and natural actions. Natural events that pollute the air include forest fires, volcanic eruptions, wind erosion, pollen dispersal, evaporation of organic compounds and natural radioactivity.",15,14,1
Causes of Air Pollution,What are the causes of smog or severe air pollution?,5 Primary Causes of Air Pollution | Earth Eclipse,https://www.eartheclipse.com/pollution/primary-causes-of-air-pollution.html,"Closer look at the activities that cause air pollution include: 1. Emissions From Industrial Plants and Manufacturing Activities. With the current rate of industrialization and increased manufacturing activities, high levels of smoke, sulfur dioxide, and particulate matter are emitted into the air.",15,15,0
Causes of Air Pollution,What are the causes of smog or severe air pollution?,What causes air pollution? - Phys.org,https://phys.org/news/2016-04-air-pollution.html,"Whereas some causes of pollution are entirely natural – being the result of sudden changes in temperature, seasonal changes, or regular cycles – others are the result of human impact (i.e ...",3,3,0
Causes of Air Pollution,What are the causes of smog or severe air pollution?,"Air Pollution Causes, Effects, and ... - National Geographic",https://www.nationalgeographic.com/environment/global-warming/pollution/,Air pollution is a mix of particles and gases that can reach harmful concentrations both outside and indoors. Its effects can range from higher disease risks to rising temperatures.,3,3,0
Causes of Air Pollution,What are the causes of smog or severe air pollution?,10 Causes of Air Pollution | Healthfully,https://healthfully.com/causes-air-pollution-5436713.html,"Air pollution is caused by a wide variety of things. The earth is great at cleaning the air on its own. However, air pollution has grown so much, the earth can no longer clean all of it. This is starting to have adverse effects on the environment such as causing acid rain, smog and a wide variety of health problems.",3,3,0
电脑滑鼠重复性压力伤害,查询报导电脑滑鼠重复性压力伤害的文件。,15种办公室隐形健康杀手-百度经验,https://jingyan.baidu.com/article/3a2f7c2e4e7d6226aed61157.html,"15种办公室隐形健康杀手,在办公室中，除了精神上的工作压力会影响健康之外，其实您每天在办公室所做的、接触的许多事物，潜藏着许多危险因子，逐步的在侵蚀您的健康，它们可能远远超乎您的想像。",6,5,1
电脑滑鼠重复性压力伤害,查询报导电脑滑鼠重复性压力伤害的文件。,电脑怎样对眼睛伤害不大 - 百度知道 - 全球 ...,https://zhidao.baidu.com/question/31157223.html,电脑怎样对眼睛伤害不大. 我还是个学生，假期了，想玩电脑，又害怕近视，我想问一下，怎么安排玩电脑的时间？电脑设置对眼睛有没有什么影响，该怎么设置？自己应该做哪些准备？另外怎么预防和解决电脑对眼睛产...,6,3,3
电脑滑鼠重复性压力伤害,查询报导电脑滑鼠重复性压力伤害的文件。,手腕肩膀疼痛难忍 现代病鼠标手的防治-百度经验,https://jingyan.baidu.com/article/84b4f565e09b8360f6da32b3.html,鼠标手（滑鼠手）从医学方面来讲，就是“腕管综合症”，也是“重复性压力伤害”，是指人体的正中神经以及进入手部的血管，在腕管处受到压迫所产生的症状，主要会导致食指和中指僵硬疼痛、 麻木与拇指肌肉无力感。,6,6,0
电脑滑鼠重复性压力伤害,查询报导电脑滑鼠重复性压力伤害的文件。,宝宝在电脑前有什么伤害？宝宝在电脑前有什么伤害?我经常要在电脑前 爱问知识人,https://iask.sina.com.cn/b/L80HW4SLBv.html,"宝宝在电脑前有什么伤害？宝宝在电脑前有什么伤害?我经常要在电脑前做事,有时宝宝哭就会抱他在电脑前做事.不会很久.不知道有什么伤害?：千万不要让孩子长时间使用电脑?",2,2,0
电脑滑鼠重复性压力伤害,查询报导电脑滑鼠重复性压力伤害的文件。,办公室人体工效学2_图文_百度文库,https://wenku.baidu.com/view/1c2b3aaef524ccbff121843e.html,电脑作业的危害因子– 局部压力 坚硬的平面边缘会对身体软组 织造成局部压力 ?例子 桌子的边缘 椅面的前缘 键盘与对肌肉骨胳系统的影响 ?重复性动作 资料输入者，每天敲击键盘超过万次 ?不良姿势 使用者手腕内转、手腕背屈、并向尺侧偏移 键盘位臵太高 ...,2,2,0
电脑滑鼠重复性压力伤害,查询报导电脑滑鼠重复性压力伤害的文件。,折解电脑违法吗?有没有对人身健康伤害_百度知道,https://zhidao.baidu.com/question/1695285944986964588.html,"电脑对人体的伤害, 请看看 1. 头痛 因为持续固定姿势，导致环绕颈部与脑部的肌肉过度紧张，或是因为注视闪烁画面而导致眼睛疲劳，都有可能引发〔紧张型头痛〕．因为体质关系，也可能会引发某些使用者〔偏头痛〕",2,1,1
蔬菜、水果与癌症,查寻和吃蔬菜，水果与癌症有关的文件。,蔬菜水果与癌症的防治_百度文库 - wenku.baidu.com,https://wenku.baidu.com/view/db7c4266caaedd3383c4d3fa.html,蔬菜水果与癌症的防治_医学_高等教育_教育专区 975人阅读|5次下载. 蔬菜水果与癌症的防治_医学_高等教育_教育专区。蔬菜水果与癌症的防治 赵国华① 周亚平① 牟飞飞① 李杰茹② （注： ① 石家庄医学高等专科学校新华校区 河北 石家庄 050071 ② 石家庄卫生学校 河北 石家庄 050000） 摘要：癌症是目前,12,12,0
蔬菜、水果与癌症,查寻和吃蔬菜，水果与癌症有关的文件。,为什么多吃蔬菜水果可以抗癌？_百度知道,https://zhidao.baidu.com/question/747930408824676212.html,据估计，如果能做到每人每天摄入400～800g新鲜水果和蔬菜，则可使肺癌和胃癌的发生减少50%。在膳食与癌症的关系中，蔬菜和水果对于癌症的预防作用应该是最具有说服力的了。 参考资料：百度知道日报，《除皱针能让你”返老还童“吗？,12,12,0
蔬菜、水果与癌症,查寻和吃蔬菜，水果与癌症有关的文件。,蔬菜与水果的区别 70 - 百度知道,https://zhidao.baidu.com/question/393832970.html,蔬菜与水果的区别有： 1、一样成分不一样：水果中的矿物质和微量元素不如蔬菜丰富，维生素b、维生素a的含量也相对较低，所以如果完全以水果代替蔬菜，有可能会造成以上几种维生素和微量元素的缺乏。,12,2,10
蔬菜、水果与癌症,查寻和吃蔬菜，水果与癌症有关的文件。,有哪些水果和蔬菜可以抑制癌症-百度经验,https://jingyan.baidu.com/article/7908e85cb88803af491ad251.html,"有哪些水果和蔬菜可以抑制癌症,水果和蔬菜与我们额额生活息息相关，我们更是离不开水果和蔬菜，有一些水果和蔬菜可以抑制癌症的发生你知道吗？那么就和小编一起看一看有哪些吧",6,4,2
蔬菜、水果与癌症,查寻和吃蔬菜，水果与癌症有关的文件。,关于食物营养与肿瘤关系的权威解读 - sohu.com,http://www.sohu.com/a/190041345_464410,蔬菜和水果越来越被证明是针对多种癌症的保护因素，在饮食、营养与癌症关系中，只有蔬菜和水果的保护作用最具有说服力和经得起时间考验。 有关156种水果、蔬菜与肿瘤的研究结果提出，水果与蔬菜所含成分差异很大，不同成分对于肿瘤不同形成阶段所起的 ...,6,4,2
蔬菜、水果与癌症,查寻和吃蔬菜，水果与癌症有关的文件。,水果和蔬菜降低癌症风险_图文_百度文库,https://wenku.baidu.com/view/ec0bbe6a1eb91a37f1115c4a.html,水果和蔬菜降低癌症风险 一项新的调查显示， 数百万人因为没有吃足够的蔬菜和水果增加 了自己患癌症的风险。 世界癌症研究基金会指出，在英国，仅有五分之一的人每天摄入 的水果和蔬菜量达到推荐摄入量，即每日五份。,6,6,0
电脑病毒,查询有关电脑病毒的文件,计算机病毒_百度百科 - baike.baidu.com,https://baike.baidu.com/item/%E7%94%B5%E8%84%91%E7%97%85%E6%AF%92,计算机病毒被公认为数据安全的头号大敌， 从1987年电脑病毒受到世界范围内的普遍重视，我国也于1989年首次发现电脑病毒。目前，新型病毒正向更具破坏性、更加隐秘、感染率更高、传 播速度更快等方向发展。,12,9,3
电脑病毒,查询有关电脑病毒的文件,最可怕的十大电脑病毒 - baijiahao.baidu.com,https://baijiahao.baidu.com/s?id=1567542705813753&wfr=spider&for=pc,当然，如果你的电脑没有中过毒，也许会认为这不值得大惊小怪。但您可千万不要掉以轻心，在十多年前，2008年有数据统计，电脑病毒在全球造成的经济损失就已高达85亿美元之多。电脑病毒可以说是网络世界最严重的的危害。,12,12,0
电脑病毒,查询有关电脑病毒的文件,如何制作电脑病毒-百度经验 - jingyan.baidu.com,https://jingyan.baidu.com/article/363872ec793ffc6e4ba16fdb.html,"如何制作电脑病毒,作为初学者，我有几个特别强大的病毒例子分享。纯手工原创，效果明显，破坏力大",12,8,4
电脑病毒,查询有关电脑病毒的文件,教你如何制作简易的电脑病毒-百度经验,https://jingyan.baidu.com/article/9faa7231e7c48b473d28cb49.html,"教你如何制作简易的电脑病毒,想无聊整蛊朋友吗？那就学一学v吧。但是要注意，害人之心不可有，防人之心不可无。",3,2,1
电脑病毒,查询有关电脑病毒的文件,有哪些有趣的电脑病毒？ - 知乎 - zhihu.com,https://www.zhihu.com/question/24207144,有个国外网友在github上发布了一个“病毒”（姑且叫它病毒吧，还是拿C#写的）叫Rensenware. 作者表示这个病毒是写着玩玩的，完全是为了和圈内人开玩笑，后来他还把代码贴在了github上。,3,2,1
电脑病毒,查询有关电脑病毒的文件,电脑病毒吧-百度贴吧--它不是天然存在的……,http://tieba.baidu.com/f?kw=%E7%94%B5%E8%84%91%E7%97%85%E6%AF%92,本吧热帖: 1-近期常见问题统一解决方案【求助前请看】 2-电脑病毒吧吧规「默认所有成员均已阅读本帖』 3-关了360之后出现这张图片，求解！ 4-昨天刚把360删除下了一个软件，今早就变成这样了…请各位大神指点一下该怎么办，不胜受恩感激 5-救命。电脑被锁机。,4,3,1
远古世界的奇观,找出有关于目前存在或被发现遗迹的远古世界七个奇观的资讯。,远古生命的探索·远古的奇观：南京雨花石_百度百科,https://baike.baidu.com/item/%E8%BF%9C%E5%8F%A4%E7%94%9F%E5%91%BD%E7%9A%84%E6%8E%A2%E7%B4%A2%C2%B7%E8%BF%9C%E5%8F%A4%E7%9A%84%E5%A5%87%E8%A7%82%EF%BC%9A%E5%8D%97%E4%BA%AC%E9%9B%A8%E8%8A%B1%E7%9F%B3/20727236,《远古的奇观:南京雨花石》对雨花石概念的梳理、雨花石的成因解析，尤其是含化石雨花石的系统陈述，尚属首次。鉴于民众对雨花石的广泛喜好，但对其相关科学背景知识的缺乏，为了进一步普及南京雨花石的科学内涵，弘扬雨花石文化特质，提高大众的精神文化品味，《远古的奇观:南京雨花石 ...,7,2,5
远古世界的奇观,找出有关于目前存在或被发现遗迹的远古世界七个奇观的资讯。,奇观_百度百科 - baike.baidu.com,https://baike.baidu.com/item/%E5%A5%87%E8%A7%82,美国人洛厄尔·托马斯还曾提出世界七大自然界奇观： 美国科罗拉多大峡谷 非洲维多利亚大瀑布 阿拉斯加冰河湾 美国肯塔基州地下洞穴猛玛洞 世界最高峰珠穆朗玛峰 世界最深的湖贝加尔湖 美国黄石公园,8,5,3
远古世界的奇观,找出有关于目前存在或被发现遗迹的远古世界七个奇观的资讯。,专治奇观癌：天神难度剧情远古奇观攻略【文明5吧】_百度贴吧,https://tieba.baidu.com/p/6218124812,专治奇观癌：天神难度..本人是比较喜欢玩剧情的，稍微夸张点说，大部分剧情天神难度基本上都打过了，包括一些比较有挑战性的成就，比如罗马陨落上东西罗不丢城：瓜分非洲的波尔人赞美诗成就（奥斯曼木匠的那个我还在尝试）：其余的稍微说下,7,1,6
原油溢出意外和鸟类生存,找出描述原油溢出或原油污染意外，对鸟类生存所造成危害的文件。,高中地理第三单元保护海洋环境第二节海洋污染和生态破坏素材鲁教版选修2_百度文库,https://wenku.baidu.com/view/c0d10dad760bf78a6529647d27284b73f342361a.html,高中地理第三单元保护海洋环境第二节海洋污染和生态破坏素材鲁教版选修2_政史地_高中教育_教育专区 8人阅读|次下载. 高中地理第三单元保护海洋环境第二节海洋污染和生态破坏素材鲁教版选修2_政史地_高中教育_教育专区。,11,1,10
原油溢出意外和鸟类生存,找出描述原油溢出或原油污染意外，对鸟类生存所造成危害的文件。,载油量100万桶的油船东海爆燃沉没：溢油事故危害|溢油事故|原油|火灾_新浪科技_新浪网,http://tech.sina.com.cn/d/n/2018-01-15/doc-ifyqqieu6611416.shtml,溢油事故的危害 原油及其炼制品是复杂的化学混合物，它不仅具有火灾和爆炸危险，而且对人体有害，当溢到海面上或河流中会造成水体污染，还会 ...,11,2,9
原油溢出意外和鸟类生存,找出描述原油溢出或原油污染意外，对鸟类生存所造成危害的文件。,2019高中地理第三单元保护海洋环境第二节海洋污染和生态破坏素材鲁教版选修2精品教育.doc_百度文库,https://wenku.baidu.com/view/2ad33ad3bf1e650e52ea551810a6f524cdbfcb35.html,2019高中地理第三单元保护海洋环境第二节海洋污染和生态破坏素材鲁教版选修2精品教育.doc_政史地_高中教育_教育专区 1人阅读|次下载. 2019高中地理第三单元保护海洋环境第二节海洋污染和生态破坏素材鲁教版选修2精品教育.doc_政史地_高中教育_教育专区。,11,2,9
原油溢出意外和鸟类生存,找出描述原油溢出或原油污染意外，对鸟类生存所造成危害的文件。,载油量100万桶的油船东海爆燃沉没：溢油事故危害|溢油事故|原油|火灾,http://www.360doc.com/content/18/0115/16/18915734_722152416.shtml,目前，船舶溢出的油仍在沉没海域燃烧。央视记者乘坐国家海洋局的海监飞机空中勘察发现，海上只有桑吉轮的残留物和残油在燃烧，且形成了10平方公里的油污带，溢油情况非常严重。,2,1,1
原油溢出意外和鸟类生存,找出描述原油溢出或原油污染意外，对鸟类生存所造成危害的文件。,载油量100万桶的油船东海爆燃沉没 海上溢油有什么后果？,http://dy.163.com/v2/article/detail/D8716V1K0511A8O9.html,（2）皮肤接触：这是原油危害健康的主要途径，任何原油制品都对皮肤有毒性影响。原油通过皮肤表层、毛囊和汗腺直接对人体造成危害，并且这种危害很快； （3）摄取：这是由于用被污染的手取食物或者抽烟引起的，意外吞食的情况也会发生。 2.,2,1,1
原油溢出意外和鸟类生存,找出描述原油溢出或原油污染意外，对鸟类生存所造成危害的文件。,载油量100万桶的油船东海爆燃沉没：最可怕的还在后面_中国科普博览_知道日报_百度知道,https://zhidao.baidu.com/daily/view?id=110386,原油通过皮肤表层、毛囊和汗腺直接对人体造成危害，并且这种危害很快； （3）摄取：这是由于用被污染的手取食物或者抽烟引起的，意外吞食的情况也会发生。 2.安全危害. 由于原油具有易燃易爆的特点，这对个人安全和公共安全都会产生威胁。,2,1,1
北海石油环境,在石油勘探和开采增加的情况下，北海正在采取哪些措施来保护环境？,广西北海中航化石油科技开发有限公司2.0万吨年90%酸提浓装置 环境影响评价公众参与第一次公告 - 第一环评网,http://www.d1ea.com/front/eia/54466.html,广西北海中航化石油科技开发有限公司2.0万吨年90%酸提浓装置 环境影响评价公众参与第一次公告,5,3,2
北海石油环境,在石油勘探和开采增加的情况下，北海正在采取哪些措施来保护环境？,北海（广西壮族自治区地级市）_百度百科,https://baike.baidu.com/item/%E5%8C%97%E6%B5%B7/12719,北海，是广西壮族自治区地级市，地处广西壮族自治区南端，北部湾东北岸。西北距首府南宁206公里，东距广东湛江198公里，东南距海南海口市147海里。地势总体呈北高南低，地形平坦开阔；气候属海洋性季风气候，具有典型的亚热带特色；下辖3个区、1个县，总面积3337平方千米；2017年总人口175.42 ...,5,1,4
北海石油环境,在石油勘探和开采增加的情况下，北海正在采取哪些措施来保护环境？,北海（大西洋东北部的边缘海）_百度百科,https://baike.baidu.com/item/%E5%8C%97%E6%B5%B7/8036244,北海（荷兰人命名，原文为“Noord Zee”，意为“北边的海”），与其南方的须德海相对应。是大西洋东北部边缘海，位于欧洲大陆的西北，即大不列颠岛、斯堪的纳维亚半岛、日德兰半岛和荷比低地之间。北海西以大不列颠岛和奥克尼群岛为界，北为设得兰群岛，东邻挪威和丹麦，南接德国、荷兰 ...,5,1,4
北海石油环境,在石油勘探和开采增加的情况下，北海正在采取哪些措施来保护环境？,北海炼油异地改造石油化工（20万吨/年聚丙烯）项目结构调整改造项目环境影响评价公众参与第二次公示,http://xxgk.beihai.gov.cn/bhstsglhgyqglwyh/tzgg_85510/201807/t20180724_1775425.html,北海炼油异地改造石油化工（20万吨/年聚丙烯）项目结构调整改造项目环境影响评价公众参与第二次公示,1,1,0
北海石油环境,在石油勘探和开采增加的情况下，北海正在采取哪些措施来保护环境？,北海_360百科,https://baike.so.com/doc/1006197-1063764.html,"北海,北海(壮文:Bwzhaij)是广西壮族自治区下辖的一个地级市，地处广西壮族自治区南端，北部湾东北岸。位于东经108°50′45″~109°47′28″，北纬20°26′~21°55′34″之间，西北距南宁206公里，东距湛江198公里，东南距海口市147海里。北海是全国14个沿海开放城市之一，中国西南地区同时拥有深水海港 ...",1,0,1
臭氧层的破坏,那些臭氧层的破洞不是污染所造成的？,臭氧层_百度百科 - baike.baidu.com,https://baike.baidu.com/item/%E8%87%AD%E6%B0%A7%E5%B1%82,臭氧层是大气层的平流层中臭氧浓度高的层次。浓度最大的部分位于20—25公里的高度处。若把臭氧层的臭氧校订到标准情况，则其厚度平均仅为3毫米左右。臭氧含量随纬度、季节和天气等变化而不同。紫外辐射在高空被臭氧吸收，对大气有增温作用，同时保护了地球上的生物免受远紫外辐射的伤害 ...,12,5,7
臭氧层的破坏,那些臭氧层的破洞不是污染所造成的？,臭氧层破坏物质_百度百科 - baike.baidu.com,https://baike.baidu.com/item/%E8%87%AD%E6%B0%A7%E5%B1%82%E7%A0%B4%E5%9D%8F%E7%89%A9%E8%B4%A8/1282802,臭氧层损耗与“臭氧洞”在大气层的平流层内离地面20～30km的地方是臭氧的集中层带，臭氧层是地球最好的保护伞，它吸收了来自太阳的大部分紫外线。然而，近20年的科学研究和大气观测发现：每年春季南极大气中的臭氧层一直在变薄，事实上在极地大气层中存在一个臭氧“洞”。,14,12,2
臭氧层的破坏,那些臭氧层的破洞不是污染所造成的？,臭氧层破坏的危害_百度文库,https://wenku.baidu.com/view/46e882c389eb172ded63b7c2.html,臭氧层破坏的危害 臭氧层耗减对全球环境造成的影响，只能是从最近 10 多年的环境情况与 10 多年前 或更早年代的情况相比，发现了某些特异的变化，就目前情况而言，还不能认为已 经产生了明显的严重 后果。,13,7,6
臭氧层的破坏,那些臭氧层的破洞不是污染所造成的？,臭氧层破坏原因、危害及其防治对策_百度文库,https://wenku.baidu.com/view/6557b370650e52ea55189880.html,环境化学学习与思考论文 标 专 班 学 姓 题： 业： 级： 号： 名： 臭氧层破坏原因、危害及其防治对策 应用化学 1201 班 2012310200101 徐永忠 胡先文 指导老师： 湖北·武汉 二〇一四年十一月 臭氧层破坏原因、危害及其防治对策 摘要： 臭氧层是指距离地表 15～ 50km 处 臭 氧 分 子 相 对 富 集 的 大 气 ...,7,7,0
臭氧层的破坏,那些臭氧层的破洞不是污染所造成的？,臭氧层被破坏的危害 - 百度知道 - 全球最大 ...,https://zhidao.baidu.com/question/7394630.html,臭氧层破坏是当前面临的全球性环境问题之一，自70年代以来就开始受到世界各国的关注。联合国环境规划署自1976年起陆续召开了各种国际会议，通过了一系列保护臭氧层的决议。,7,3,4
臭氧层的破坏,那些臭氧层的破洞不是污染所造成的？,臭氧层被破坏的主要原因是什么？_百度知道,https://zhidao.baidu.com/question/136386115861059125.html,人类过多地使用氯氟烃类化学物质（用CFCs表示）是臭氧层被破坏的主要原因。氯氟烃是一种人造化学物质。在第二次世界大战后，尤其是进入20世纪60年代以后，氯氟烃大量用作气溶胶、制冷剂、发泡剂、化工溶剂等。,7,6,1
谁是菲亚特的行政总裁？,谁是菲亚特的行政总裁？,法拉利的总裁是谁?_百度知道 - zhidao.baidu.com,https://zhidao.baidu.com/question/392002309.html,而Luca di Montezemolo总裁将负责法拉利母公司菲亚特的管理。影响这一变动的最主要的原因恐怕是F1车队明星车手Michael Schumacher的退役，他在上周举行的巴西大奖赛结束后正式离开，但是公司宣称他还有可能会在明年的法拉利参与一些事项。,12,9,3
谁是菲亚特的行政总裁？,谁是菲亚特的行政总裁？,法拉利公司现任总裁是谁_百度知道,https://zhidao.baidu.com/question/688229966939162164.html,而Luca di Montezemolo总裁将负责法拉利母公司菲亚特的管理。 影响这一变动的最主要的原因恐怕是F1车队明星车手Michael Schumacher的退役，他在上周举行的巴西大奖赛结束后正式离开，但是公司宣称他还有可能会在明年的法拉利参与一些事项。,12,10,2
谁是菲亚特的行政总裁？,谁是菲亚特的行政总裁？,副总裁和总经理谁的职位和权力大？_银行信息港,https://www.yinhang123.net/zixun/renwu/2018/1175987.html,11这个行政级别要看公司行政结构以及大小，一般小公司没有总裁，总经理即是最大行政级别和领导人，通常也是法人，法人即是在国家工商机关登记的法定负责人。 大的公司，比如很多跨国公司，会设立很多部门，行政级别,12,1,11
谁是菲亚特的行政总裁？,谁是菲亚特的行政总裁？,法拉利公司现任总裁是谁_360问答 - wenda.so.com,http://wenda.so.com/q/1502277146213440,法拉利公司现任总裁是谁 法拉利董事会召开会议，将法拉利F1车队老总Jean Todt升职为法拉利公司CEO。 现年60岁的Todt从1994年开始就一直执掌着法拉利F1，现在据公司称他将过渡到F1董事会总经理的身份。而Luca di Montezemolo总裁将负责法拉利母公司菲亚特的管理。,2,1,1
谁是菲亚特的行政总裁？,谁是菲亚特的行政总裁？,尤文图斯的老板是谁?尤文图斯的主教练叫什么？_藁城新闻网,http://www.gaochengnews.net/wenti/24909.html,尤文图斯的老板是谁? ... 2008年4月，阿涅利又被任命为Roveri皇家公园高尔夫乡村俱乐部的行政总裁 ... 2004年5月30日以来，他一直是菲亚特集团的董事局成员。安德雷亚-阿涅利早就被看做是尤文图斯主席潜在的接班人。,2,0,2
谁是菲亚特的行政总裁？,谁是菲亚特的行政总裁？,吉利行政总裁桂生悦:无意收购FCA-盖世汽车资讯,http://auto.gasgoo.com/News/2017/08/17104856485670020720C102.shtml,吉利行政总裁桂生悦:无意收购fca据路透社报道，吉利汽车周三表示，它没有收购菲亚特克莱斯勒（fca）的计划，驳斥了媒体 ...,2,0,2
如何节约能源？,如何节约能源？,节约能源_百度百科 - baike.baidu.com,https://baike.baidu.com/item/%E8%8A%82%E7%BA%A6%E8%83%BD%E6%BA%90/2290006,能源（Energy）是一个包括所有燃料、流水、阳光和风的术语，人类采用适当的转换手段，给人类自己提供所需的能量。节能能源(Energy Conservation)节约能源是当今世界的一种重要社会意识，是指尽可能的减少能源的消耗、增加能源的利用率的一系列行为。,9,7,2
如何节约能源？,如何节约能源？,如何节约能源_百度文库 - wenku.baidu.com,https://wenku.baidu.com/view/97659dd3195f312b3169a57a.html,如何节约能源 说到能源，目前全世界最主要能源是石油。在工业方面，无论是汽车还是化工都离不开 石油。大家都知道，我们现在使用很多东西都是由石油加工转化而来，石油是几百万年前动 植物尸体沉积而成的， 而且这种形成过程非常缓慢。,8,7,1
如何节约能源？,如何节约能源？,怎样节约能源 - 百度知道 - 全球最大中文 ...,https://zhidao.baidu.com/question/155009082.html,从生活小事做起，可以从四个方面节约能源. 一、节约电能。要注意随手关灯，可以使用高效节能灯泡。据美国的能源部门估计，使用高效节能灯泡代替传统电灯泡，就能避免四亿吨二氧化碳被释放。,8,8,0
绿色和平组织是在哪里成立的？,绿色和平组织是在哪里成立的？,绿色和平组织主要机构的宗旨是什么_百度知道,https://zhidao.baidu.com/question/30845278.html,绿色和平组织（green peace）是一个国际性环境保护组织，于1979年底在荷兰成立。其宗旨是保护地球生物的多样性；防止全球海洋、陆地、空气和淡水免受污染；结束所有核威慑、促进和平、全球性裁军。,11,6,5
绿色和平组织是在哪里成立的？,绿色和平组织是在哪里成立的？,除了红十字会还有什么类似的组织？做善事的？_百度知道,https://zhidao.baidu.com/question/54150166.html,绿色和平独立于任何政府、组织和个人的影响，并严格不接受政府、财团或政治团体的资助。 所有费用全赖于热心市民和独立基金的直接捐助，以维持独立性。 国际上著明的绿色和平组织 ，是不是非营利性组织？ 国际绿色和平组织，其成员是全职拥护者吗？,11,2,9
绿色和平组织是在哪里成立的？,绿色和平组织是在哪里成立的？,绿色和平（国际）终止其在森林管理委员会的会员资格 - 环境新闻,https://cn.mongabay.com/2018/06/%E7%BB%BF%E8%89%B2%E5%92%8C%E5%B9%B3%EF%BC%88%E5%9B%BD%E9%99%85%EF%BC%89%E7%BB%88%E6%AD%A2%E5%85%B6%E5%9C%A8%E6%A3%AE%E6%9E%97%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E7%9A%84%E4%BC%9A%E5%91%98/,绿色和平（Greenpeace）的一些国际分支终止了其在森林管理委员会（FSC，以下简称森管会）的会员资格。 森管会是一个认证机构，旨在确保有效的森林管理。 “我们认为，对保护人权和完善森林管理来说，一个强健的林区作业认证体系是有益但不完善的。,11,5,6
绿色和平组织是在哪里成立的？,绿色和平组织是在哪里成立的？,常见问题 | 绿色和平,http://www.greenpeace.org/china/zh/about/faq/,绿色和平是一个全球性环保组织，致力于以实际行动推进积极改变，保护地球环境与世界和平。 绿色和平成立于1971年，目前在世界40多个国家和地区设有分部，拥有超过300万名支持者。,2,1,1
绿色和平组织是在哪里成立的？,绿色和平组织是在哪里成立的？,绿色和平组织人士被曝在海南夜盗科研单位水稻试验田,https://www.guancha.cn/Science/2014_04_18_223044.shtml,现在的绿色和平也有进行反捕鲸和反捕杀海豹的活动。 据绿色和平组织宣称，他们的使命是：“保护地球、环境及其各种生物的安全及持续性发展，并以行动作出积极的改变。” 他们认为，不论在科研或科技发明，都提倡有利于环境保护的解决办法。,2,1,1
绿色和平组织是在哪里成立的？,绿色和平组织是在哪里成立的？,绿色和平组织-中国古代哪个学派的主张，与绿色和平组织的思想相近？ 爱问知识人,https://iask.sina.com.cn/b/414119.html,"【绿色和平组织,绿色和平】中国古代哪个学派的主张，与绿色和平组织的思想相近？：4、中国古代哪个学派的主张，与绿色和平组织的思想相近？（单选） a、儒家 b、法家 c、佛家 ?",2,1,1
在中国有多少生存在野外的大熊猫？,在中国有多少生存在野外的大熊猫？,中国目前一共有多少只大熊猫?_百度知道,https://zhidao.baidu.com/question/262823891861796645.html,28日在北京举行的中国第四次野生大熊猫调查结果新闻发布会上，中国国家林业局副局长陈凤学介绍，该调查显示，中国野生大熊猫种群数量稳定增长，栖息地范围明显扩大，共有大熊猫栖息地面积258万公顷，分布在四川、陕西、甘肃三省的17个市(州)，49个县(市 ...,5,2,3
在中国有多少生存在野外的大熊猫？,在中国有多少生存在野外的大熊猫？,目前中国有多少只野生大熊猫？_百度知道,https://zhidao.baidu.com/question/584934368.html,野外到底有多少只大熊猫？这是一个很难回答的问题。居住在高山区陡坡的密竹林中，大熊猫的统计成为一项很艰苦的工作。在七十年代和八十年代曾经有过两次调查，估计野外有约1000只大熊猫，这个数字可能偏低。,5,5,0
在中国有多少生存在野外的大熊猫？,在中国有多少生存在野外的大熊猫？,大熊猫（哺乳动物）_百度百科 - baike.baidu.com,https://baike.baidu.com/item/%E5%A4%A7%E7%86%8A%E7%8C%AB/34935,大熊猫已在地球上生存了至少800万年，被誉为“活化石”和“中国国宝”，世界自然基金会的形象大使，是世界生物多样性保护的旗舰物种。 据第三次全国大熊猫野外种群调查，全世界野生大熊猫不足1600只，属于中国国家一级保护动物。,5,1,4
